codigo_ibge,nome_municipio,uf,estado,mesorregiao,ano_populacao,populacao,ano_pib,pib
4311403,Lajeado,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,96883,2023,6705227.0
4311429,Lajeado do Bugre,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2661,2023,65433.0
4311502,Lavras do Sul,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,7290,2023,369845.0
4311601,Liberato Salzano,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4845,2023,152571.0
4311627,Lindolfo Collor,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,6420,2023,353109.0
4311643,Linha Nova,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,1721,2023,76154.0
4311700,Machadinho,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5867,2023,260895.0
4311718,Maçambará,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,4485,2023,367963.0
4311734,Mampituba,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,3203,2023,101220.0
4311759,Manoel Viana,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,6915,2023,303342.0
4311775,Maquiné,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,7593,2023,228748.0
4311791,Maratá,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,2521,2023,104147.0
4311809,Marau,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,46750,2023,3738295.0
4311908,Marcelino Ramos,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4382,2023,192535.0
4311981,Mariana Pimentel,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,4002,2023,117787.0
4312005,Mariano Moro,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1884,2023,71583.0
4312054,Marques de Souza,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,4050,2023,137495.0
4312104,Mata,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,4782,2023,174006.0
4312138,Mato Castelhano,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2611,2023,128502.0
4312153,Mato Leitão,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,5001,2023,295044.0
4312179,Mato Queimado,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1833,2023,61648.0
4312203,Maximiliano de Almeida,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4251,2023,159588.0
4312252,Minas do Leão,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,7661,2023,291061.0
4312302,Miraguaí,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4501,2023,200597.0
4312351,Montauri,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,1530,2023,73733.0
4312377,Monte Alegre dos Campos,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,3251,2023,117051.0
4312385,Monte Belo do Sul,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2608,2023,126816.0
4312401,Montenegro,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,66353,2023,5259437.0
4312427,Mormaço,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2796,2023,102289.0
4312443,Morrinhos do Sul,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,3133,2023,103248.0
4312450,Morro Redondo,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,6168,2023,153226.0
4312476,Morro Reuter,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,6167,2023,304040.0
4312500,Mostardas,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,12347,2023,494341.0
4312609,Muçum,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,4692,2023,273363.0
4312617,Muitos Capões,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2937,2023,950302.0
4312625,Muliterno,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1754,2023,71170.0
4312658,Não-Me-Toque,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,18335,2023,2951960.0
4312674,Nicolau Vergueiro,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1982,2023,101823.0
4312708,Nonoai,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,14074,2023,539374.0
4312757,Nova Alvorada,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,3229,2023,201942.0
4312807,Nova Araçá,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,5098,2023,474775.0
4312906,Nova Bassano,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,9867,2023,765058.0
4312955,Nova Boa Vista,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2089,2023,137786.0
4313003,Nova Bréscia,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,3104,2023,153973.0
4313011,Nova Candelária,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3138,2023,225892.0
4313037,Nova Esperança do Sul,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,4976,2023,197238.0
4313060,Nova Hartz,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,20559,2023,1054362.0
4313086,Nova Pádua,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2389,2023,115884.0
4313102,Nova Palma,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,5676,2023,306852.0
4313201,Nova Petrópolis,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,23934,2023,1103618.0
4313300,Nova Prata,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,26638,2023,1559276.0
4313334,Nova Ramada,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2198,2023,204997.0
4313359,Nova Roma do Sul,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,3545,2023,206674.0
4313375,Nova Santa Rita,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,30190,2023,3229383.0
4313391,Novo Cabrais,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,3633,2023,131684.0
4313409,Novo Hamburgo,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,235801,2023,11936582.0
4313425,Novo Machado,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3238,2023,140899.0
4313441,Novo Tiradentes,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2187,2023,73353.0
4313466,Novo Xingu,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1677,2023,67741.0
4313490,Novo Barreiro,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4375,2023,120313.0
4313508,Osório,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,49000,2023,2141950.0
4313607,Paim Filho,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3685,2023,162821.0
4313656,Palmares do Sul,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,13190,2023,739855.0
4313706,Palmeira das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,34227,2023,1708324.0
4313805,Palmitinho,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,8042,2023,265325.0
4313904,Panambi,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,45103,2023,4011216.0
4313953,Pantano Grande,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,10443,2023,576614.0
4314001,Paraí,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,7362,2023,488256.0
4314027,Paraíso do Sul,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,6620,2023,230034.0
4314035,Pareci Novo,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,4441,2023,159254.0
4314050,Parobé,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,53569,2023,1725746.0
4314068,Passa Sete,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,4024,2023,144618.0
4314076,Passo do Sobrado,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,6155,2023,281871.0
4314100,Passo Fundo,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,214815,2023,14069540.0
4314134,Paulo Bento,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2188,2023,238558.0
4314159,Paverama,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,8146,2023,301262.0
4314175,Pedras Altas,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,2099,2023,172852.0
4314209,Pedro Osório,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,7631,2023,242415.0
4314308,Pejuçara,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3817,2023,293084.0
4314407,Pelotas,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,336150,2023,12480919.0
4314423,Picada Café,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,5473,2023,393452.0
4314456,Pinhal,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3039,2023,154127.0
4314464,Pinhal da Serra,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2300,2023,249016.0
4314472,Pinhal Grande,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,3861,2023,500998.0
4314498,Pinheirinho do Vale,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4638,2023,140566.0
4314506,Pinheiro Machado,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,11394,2023,357896.0
4314548,Pinto Bandeira,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2785,2023,93134.0
4314555,Pirapó,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2255,2023,72016.0
4314605,Piratini,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,17770,2023,744361.0
4314704,Planalto,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,10625,2023,325778.0
4314753,Poço das Antas,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,2224,2023,100774.0
4314779,Pontão,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3345,2023,271978.0
4314787,Ponte Preta,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1602,2023,78317.0
4314803,Portão,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,35274,2023,1816677.0
4314902,Porto Alegre,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,1388791,2023,104743272.0
4315008,Porto Lucena,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4413,2023,128972.0
4315057,Porto Mauá,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2173,2023,79557.0
4315073,Porto Vera Cruz,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1582,2023,48373.0
4315107,Porto Xavier,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,10127,2023,230082.0
4315131,Pouso Novo,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,1771,2023,57904.0
4315149,Presidente Lucena,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,3166,2023,371734.0
4315156,Progresso,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,5423,2023,181523.0
4315172,Protásio Alves,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2070,2023,93358.0
4315206,Putinga,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,3809,2023,153758.0
4315305,Quaraí,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,23995,2023,720057.0
4315313,Quatro Irmãos,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1577,2023,136523.0
4315321,Quevedos,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,2553,2023,156253.0
4315354,Quinze de Novembro,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4003,2023,172891.0
4315404,Redentora,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,9931,2023,207604.0
4315453,Relvado,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,1825,2023,75597.0
4315503,Restinga Sêca,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,15205,2023,643230.0
4315552,Rio dos Índios,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2866,2023,116660.0
4315602,Rio Grande,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,198935,2023,14106680.0
4315701,Rio Pardo,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,35641,2023,1248019.0
4315750,Riozinho,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,4574,2023,165772.0
4315800,Roca Sales,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,10646,2023,626611.0
4315909,Rodeio Bonito,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,6831,2023,301150.0
4315958,Rolador,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2330,2023,91405.0
4316006,Rolante,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,21753,2023,951008.0
4316105,Ronda Alta,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,9969,2023,402816.0
4316204,Rondinha,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5078,2023,227716.0
4316303,Roque Gonzales,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,6692,2023,396753.0
4316402,Rosário do Sul,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,37673,2023,1498313.0
4316428,Sagrada Família,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2528,2023,67102.0
4316436,Saldanha Marinho,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2619,2023,170089.0
4316451,Salto do Jacuí,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,10357,2023,594921.0
4316477,Salvador das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2955,2023,162260.0
4316501,Salvador do Sul,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,7184,2023,395636.0
4316600,Sananduva,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,16770,2023,877957.0
4316709,Santa Bárbara do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,8268,2023,875561.0
4316733,Santa Cecília do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1710,2023,91361.0
4316758,Santa Clara do Sul,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,7080,2023,427744.0
4316808,Santa Cruz do Sul,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,138273,2023,13396618.0
4316907,Santa Maria,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,282397,2023,10932024.0
4316956,Santa Maria do Herval,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,6486,2023,271501.0
4316972,Santa Margarida do Sul,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,2661,2023,278310.0
4317004,Santana da Boa Vista,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,7128,2023,237629.0
4317103,Sant'Ana do Livramento,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,87330,2023,3143614.0
4317202,Santa Rosa,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,79489,2023,4530356.0
4317251,Santa Tereza,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,1529,2023,53742.0
4317301,Santa Vitória do Palmar,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,31965,2023,1990739.0
4317400,Santiago,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,50336,2023,1861691.0
4317509,Santo Ângelo,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,79146,2023,3379818.0
4317558,Santo Antônio do Palma,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2134,2023,112425.0
4317608,Santo Antônio da Patrulha,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,44431,2023,2178831.0
4317707,Santo Antônio das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,10485,2023,433323.0
4317756,Santo Antônio do Planalto,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2138,2023,166647.0
4317806,Santo Augusto,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,14196,2023,728450.0
4317905,Santo Cristo,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,15667,2023,766616.0
4317954,Santo Expedito do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2395,2023,105537.0
4318002,São Borja,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,61311,2023,2550388.0
4318051,São Domingos do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2806,2023,130564.0
4318101,São Francisco de Assis,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,17934,2023,592569.0
4318200,São Francisco de Paula,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,22388,2023,1202082.0
4318309,São Gabriel,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,60090,2023,2682926.0
4318408,São Jerônimo,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,21412,2023,712278.0
4318424,São João da Urtiga,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4546,2023,198261.0
4318432,São João do Polêsine,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,2708,2023,117973.0
4318440,São Jorge,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2976,2023,113154.0
4318457,São José das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2399,2023,76281.0
4318465,São José do Herval,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1931,2023,55694.0
4318481,São José do Hortêncio,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,4555,2023,149146.0
4318499,São José do Inhacorá,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2466,2023,214097.0
4318507,São José do Norte,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,26248,2023,1273464.0
4318606,São José do Ouro,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,6978,2023,426238.0
4318614,São José do Sul,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,2443,2023,111514.0
4318622,São José dos Ausentes,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,4295,2023,177177.0
4318705,São Leopoldo,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,225738,2023,11740913.0
4318804,São Lourenço do Sul,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,43278,2023,1719596.0
4318903,São Luiz Gonzaga,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,35865,2023,1712990.0
4319000,São Marcos,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,21549,2023,1488757.0
4319109,São Martinho,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5587,2023,304939.0
4319125,São Martinho da Serra,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,2908,2023,211210.0
4319158,São Miguel das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,7193,2023,517182.0
4319208,São Nicolau,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5243,2023,178749.0
4319307,São Paulo das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5943,2023,214703.0
4319356,São Pedro da Serra,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,3618,2023,122651.0
4319364,São Pedro das Missões,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1790,2023,72911.0
4319372,São Pedro do Butiá,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3142,2023,139485.0
4319406,São Pedro do Sul,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,15863,2023,505803.0
4319505,São Sebastião do Caí,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,24898,2023,1123568.0
4319604,São Sepé,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,21551,2023,1059509.0
4319703,São Valentim,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3320,2023,124878.0
4319711,São Valentim do Sul,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,2255,2023,84857.0
4319737,São Valério do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2593,2023,67841.0
4319752,São Vendelino,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,2309,2023,105311.0
4319802,São Vicente do Sul,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,8257,2023,469886.0
4319901,Sapiranga,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,77935,2023,4674054.0
4320008,Sapucaia do Sul,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,136573,2023,4729408.0
4320107,Sarandi,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,23374,2023,1427661.0
4320206,Seberi,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,12325,2023,827496.0
4320230,Sede Nova,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2750,2023,122595.0
4320263,Segredo,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,6098,2023,181686.0
4320305,Selbach,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5223,2023,286810.0
4320321,Senador Salgado Filho,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2725,2023,93393.0
4320354,Sentinela do Sul,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,5424,2023,179897.0
4320404,Serafina Corrêa,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,17407,2023,988516.0
4320453,Sério,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,2089,2023,70329.0
4320503,Sertão,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5630,2023,389514.0
4320552,Sertão Santana,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,5989,2023,344571.0
4320578,Sete de Setembro,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1881,2023,77186.0
4320602,Severiano de Almeida,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3463,2023,142412.0
4320651,Silveira Martins,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,2056,2023,72204.0
4320677,Sinimbu,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,8684,2023,248267.0
4320701,Sobradinho,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,14512,2023,523240.0
4320800,Soledade,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,30958,2023,1312842.0
4320859,Tabaí,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,4569,2023,176254.0
4320909,Tapejara,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,25257,2023,1870497.0
4321006,Tapera,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,10824,2023,584149.0
4321105,Tapes,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,14919,2023,634090.0
4321204,Taquara,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,54353,2023,1815775.0
4321303,Taquari,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,25963,2023,1123745.0
4321329,Taquaruçu do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3192,2023,188337.0
4321352,Tavares,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,5319,2023,135924.0
4321402,Tenente Portela,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,14820,2023,614914.0
4321436,Terra de Areia,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,10575,2023,342570.0
4321451,Teutônia,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,34024,2023,2003351.0
4321469,Tio Hugo,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3363,2023,173559.0
4321477,Tiradentes do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5188,2023,162975.0
4321493,Toropi,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,2594,2023,82304.0
4321501,Torres,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,43346,2023,1835529.0
4321600,Tramandaí,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,56432,2023,1579725.0
4321626,Travesseiro,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,2192,2023,86078.0
4321634,Três Arroios,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2636,2023,134291.0
4321667,Três Cachoeiras,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,11224,2023,372783.0
4321709,Três Coroas,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,24428,2023,1046073.0
4321808,Três de Maio,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,25466,2023,1525082.0
4321832,Três Forquilhas,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,2813,2023,79197.0
4321857,Três Palmeiras,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4829,2023,165901.0
4321907,Três Passos,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,26304,2023,1228032.0
4321956,Trindade do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,7785,2023,403531.0
4322004,Triunfo,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,28435,2023,7571335.0
4322103,Tucunduva,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,5646,2023,231162.0
4322152,Tunas,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,3732,2023,94250.0
4322186,Tupanci do Sul,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,1396,2023,79798.0
4322202,Tupanciretã,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,20324,2023,1275254.0
4322251,Tupandi,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,5172,2023,604244.0
4322301,Tuparendi,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,8535,2023,375006.0
4322327,Turuçu,RS,Rio Grande do Sul,Sudeste Rio-grandense,2026,3488,2023,161326.0
4322343,Ubiretama,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2025,2023,73526.0
4322350,União da Serra,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,1183,2023,64313.0
4322376,Unistalda,RS,Rio Grande do Sul,Centro Ocidental Rio-grandense,2026,2047,2023,71038.0
4322400,Uruguaiana,RS,Rio Grande do Sul,Sudoeste Rio-grandense,2026,120818,2023,3915554.0
4322509,Vacaria,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,66147,2023,3701333.0
4322525,Vale Verde,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,3213,2023,156860.0
4322533,Vale do Sol,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,10069,2023,380489.0
4322541,Vale Real,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,6223,2023,298091.0
4322558,Vanini,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2047,2023,81724.0
4322608,Venâncio Aires,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,70842,2023,4683134.0
4322707,Vera Cruz,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,27671,2023,1126736.0
4322806,Veranópolis,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,24554,2023,2395417.0
4322855,Vespasiano Corrêa,RS,Rio Grande do Sul,Centro Oriental Rio-grandense,2026,1851,2023,104348.0
4322905,Viadutos,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4847,2023,191223.0
4323002,Viamão,RS,Rio Grande do Sul,Metropolitana de Porto Alegre,2026,231994,2023,5545184.0
4323101,Vicente Dutra,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,4741,2023,147864.0
4323200,Victor Graeff,RS,Rio Grande do Sul,Noroeste Rio-grandense,2026,2825,2023,235754.0
4323309,Vila Flores,RS,Rio Grande do Sul,Nordeste Rio-grandense,2026,3741,2023,376709.0
